filename,palsa
759_72_0025_2013_crop_43,0.0
759_72_0025_2013_crop_45,0.25
759_72_0025_2013_crop_116,4.25
759_72_0025_2013_crop_124,2.0
759_72_0025_2013_crop_125,3.25
759_72_0025_2013_crop_128,24.0
759_72_0025_2013_crop_137,1.75
759_72_0025_2013_crop_138,0.5
759_72_0025_2013_crop_143,0.0
759_72_0025_2013_negcrop_0,0.0
759_72_0025_2013_negcrop_1,0.0
759_72_0025_2013_negcrop_5,0.0
759_72_0025_2013_negcrop_6,0.0
759_72_0025_2013_negcrop_7,0.0
759_72_0025_2013_negcrop_8,0.0
759_72_0025_2013_negcrop_9,0.0
759_72_0025_2013_negcrop_10,0.0
759_72_0025_2013_negcrop_15,0.0
759_72_0000_2013_crop_87,2.5
759_72_0000_2013_crop_88,6.75
759_72_0000_2013_crop_124,0.25
759_72_0000_2013_negcrop_0,0.0
759_72_0000_2013_negcrop_2,0.0
759_72_0000_2013_negcrop_3,0.0
759_72_0000_2013_negcrop_4,0.0
759_72_0000_2013_negcrop_6,0.0
759_72_0000_2013_negcrop_8,0.0
759_72_0000_2013_negcrop_9,0.0
759_72_0000_2013_negcrop_11,0.0
763_75_7575_2015_crop_30,2.0
763_75_7575_2015_crop_42,4.5
763_75_7575_2015_crop_64,1.5
763_75_7575_2015_crop_76,3.0
763_75_7575_2015_crop_77,2.0
763_75_7575_2015_negcrop_0,0.0
763_75_7575_2015_negcrop_1,0.0
763_75_7575_2015_negcrop_2,0.0
763_75_7575_2015_negcrop_3,0.0
763_75_7575_2015_negcrop_5,0.0
763_75_7575_2015_negcrop_6,0.0
763_75_7575_2015_negcrop_7,0.0
763_75_7575_2015_negcrop_8,0.0
748_66_7550_2014_negcrop_0,0.0
761_71_2500_2018_crop_129,0.0
761_71_2500_2018_crop_130,4.75
761_71_2500_2018_crop_131,1.0
761_71_2500_2018_crop_143,1.5
761_71_2500_2018_negcrop_3,0.0
761_71_2500_2018_negcrop_4,0.0
761_71_2500_2018_negcrop_5,0.0
754_68_0075_2015_crop_14,0.0
754_68_0075_2015_negcrop_0,0.0
754_68_0075_2015_negcrop_1,0.0
747_56_0025_2015_crop_9,1.25
747_56_0025_2015_crop_22,0.0
747_56_0025_2015_negcrop_0,0.0
747_56_0025_2015_negcrop_1,0.0
733_53_7500_2015_crop_75,0.75
733_53_7500_2015_crop_87,4.0
733_53_7500_2015_negcrop_0,0.0
733_53_7500_2015_negcrop_1,0.0
759_74_0025_2013_crop_128,5.75
759_74_0025_2013_crop_130,5.0
759_74_0025_2013_negcrop_0,0.0
759_74_0025_2013_negcrop_1,0.0
764_75_5000_2015_crop_51,7.25
764_75_5000_2015_crop_53,3.25
764_75_5000_2015_crop_63,4.75
764_75_5000_2015_crop_64,4.75
764_75_5000_2015_crop_65,1.0
764_75_5000_2015_negcrop_0,0.0
764_75_5000_2015_negcrop_1,0.0
764_75_5000_2015_negcrop_2,0.0
764_75_5000_2015_negcrop_3,0.0
753_66_5050_2014_crop_90,4.5
753_66_5050_2014_crop_91,1.5
753_66_5050_2014_negcrop_0,0.0
753_66_5050_2014_negcrop_1,0.0
758_71_0000_2013_crop_18,0.5
758_71_0000_2013_crop_19,7.75
758_71_0000_2013_crop_20,1.5
758_71_0000_2013_crop_30,9.0
758_71_0000_2013_crop_33,12.25
758_71_0000_2013_crop_34,17.75
758_71_0000_2013_crop_44,17.25
758_71_0000_2013_crop_45,24.0
758_71_0000_2013_crop_46,2.25
758_71_0000_2013_crop_55,40.5
758_71_0000_2013_crop_56,38.75
758_71_0000_2013_crop_57,25.5
758_71_0000_2013_crop_68,23.0
758_71_0000_2013_crop_104,1.5
758_71_0000_2013_crop_116,9.5
758_71_0000_2013_crop_121,4.5
758_71_0000_2013_crop_129,1.0
758_71_0000_2013_crop_140,1.5
758_71_0000_2013_crop_141,9.75
758_71_0000_2013_crop_142,3.75
758_71_0000_2013_negcrop_0,0.0
758_71_0000_2013_negcrop_1,0.0
758_71_0000_2013_negcrop_3,0.0
758_71_0000_2013_negcrop_4,0.0
758_71_0000_2013_negcrop_5,0.0
758_71_0000_2013_negcrop_6,0.0
758_71_0000_2013_negcrop_7,0.0
758_71_0000_2013_negcrop_8,0.0
758_71_0000_2013_negcrop_9,0.0
758_71_0000_2013_negcrop_12,0.0
758_71_0000_2013_negcrop_13,0.0
758_71_0000_2013_negcrop_14,0.0
758_71_0000_2013_negcrop_17,0.0
758_71_0000_2013_negcrop_21,0.0
758_71_0000_2013_negcrop_23,0.0
758_71_0000_2013_negcrop_25,0.0
758_71_0000_2013_negcrop_26,0.0
758_71_0000_2013_negcrop_31,0.0
758_71_0000_2013_negcrop_32,0.0
758_71_0000_2013_negcrop_34,0.0
761_71_5025_2018_crop_3,0.0
761_71_5025_2018_crop_4,0.0
761_71_5025_2018_crop_8,0.0
761_71_5025_2018_crop_13,0.0
761_71_5025_2018_crop_14,0.0
761_71_5025_2018_crop_15,0.0
761_71_5025_2018_crop_16,0.0
761_71_5025_2018_crop_19,0.0
761_71_5025_2018_crop_20,0.0
761_71_5025_2018_crop_31,0.25
761_71_5025_2018_crop_55,0.0
761_71_5025_2018_crop_60,0.0
761_71_5025_2018_crop_61,3.75
761_71_5025_2018_crop_63,0.0
761_71_5025_2018_crop_67,0.0
761_71_5025_2018_crop_75,0.0
761_71_5025_2018_crop_82,0.0
761_71_5025_2018_crop_85,7.75
761_71_5025_2018_crop_97,0.5
761_71_5025_2018_negcrop_0,0.0
761_71_5025_2018_negcrop_1,0.0
761_71_5025_2018_negcrop_2,0.0
761_71_5025_2018_negcrop_3,0.0
761_71_5025_2018_negcrop_4,0.0
761_71_5025_2018_negcrop_7,0.0
761_71_5025_2018_negcrop_8,0.0
761_71_5025_2018_negcrop_9,0.0
761_71_5025_2018_negcrop_11,0.0
761_71_5025_2018_negcrop_12,0.0
761_71_5025_2018_negcrop_13,0.0
761_71_5025_2018_negcrop_14,0.0
761_71_5025_2018_negcrop_15,0.0
761_71_5025_2018_negcrop_16,0.0
761_71_5025_2018_negcrop_18,0.0
761_71_5025_2018_negcrop_19,0.0
761_71_5025_2018_negcrop_21,0.0
761_71_5025_2018_negcrop_27,0.0
761_71_5025_2018_negcrop_29,0.0
761_71_5025_2018_negcrop_31,0.0
761_71_5025_2018_negcrop_32,0.0
761_71_5025_2018_negcrop_34,0.0
761_71_5025_2018_negcrop_35,0.0
761_71_5025_2018_negcrop_38,0.0
751_58_5050_2016_crop_131,0.75
751_58_5050_2016_negcrop_0,0.0
751_58_5050_2016_negcrop_1,0.0
752_70_7525_2010_crop_0,0.0
752_70_7525_2010_negcrop_0,0.0
753_69_5050_2014_crop_13,0.0
753_69_5050_2014_negcrop_0,0.0
756_69_7525_2014_crop_4,0.5
756_69_7525_2014_crop_5,1.0
756_69_7525_2014_crop_8,0.5
756_69_7525_2014_crop_139,9.0
756_69_7525_2014_crop_140,16.25
756_69_7525_2014_negcrop_0,0.0
756_69_7525_2014_negcrop_3,0.0
756_69_7525_2014_negcrop_4,0.0
756_69_7525_2014_negcrop_5,0.0
758_73_7525_2013_crop_3,3.75
758_73_7525_2013_crop_4,0.0
758_73_7525_2013_crop_11,0.0
758_73_7525_2013_crop_14,6.0
758_73_7525_2013_crop_15,2.25
758_73_7525_2013_crop_36,6.25
758_73_7525_2013_negcrop_0,0.0
758_73_7525_2013_negcrop_1,0.0
758_73_7525_2013_negcrop_4,0.0
758_73_7525_2013_negcrop_5,0.0
758_73_7525_2013_negcrop_6,0.0
758_73_7525_2013_negcrop_8,0.0
758_73_7525_2013_negcrop_10,0.0
763_72_5000_2018_crop_6,1.0
763_72_5000_2018_crop_70,0.75
763_72_5000_2018_negcrop_0,0.0
763_72_5000_2018_negcrop_1,0.0
763_72_5000_2018_negcrop_5,0.0
763_72_5000_2018_negcrop_6,0.0
763_72_5000_2018_negcrop_7,0.0
763_73_7525_2018_crop_2,0.0
763_73_7525_2018_crop_99,1.25
763_73_7525_2018_crop_100,6.75
763_73_7525_2018_crop_114,1.0
763_73_7525_2018_crop_124,9.0
763_73_7525_2018_crop_125,3.5
763_73_7525_2018_crop_132,0.25
763_73_7525_2018_negcrop_3,0.0
763_73_7525_2018_negcrop_4,0.0
763_73_7525_2018_negcrop_5,0.0
763_73_7525_2018_negcrop_6,0.0
763_73_7525_2018_negcrop_7,0.0
763_73_7525_2018_negcrop_8,0.0
763_73_7525_2018_negcrop_10,0.0
763_73_7525_2018_negcrop_11,0.0
765_73_2575_2016_crop_21,24.5
765_73_2575_2016_crop_22,30.75
765_73_2575_2016_crop_23,11.25
765_73_2575_2016_crop_31,1.0
765_73_2575_2016_crop_33,8.25
765_73_2575_2016_crop_34,11.25
765_73_2575_2016_crop_35,3.0
765_73_2575_2016_crop_40,4.75
765_73_2575_2016_crop_41,3.75
765_73_2575_2016_crop_42,0.0
765_73_2575_2016_crop_47,0.0
765_73_2575_2016_crop_51,1.0
765_73_2575_2016_crop_52,1.0
765_73_2575_2016_crop_63,0.75
765_73_2575_2016_crop_89,0.25
765_73_2575_2016_crop_90,1.0
765_73_2575_2016_crop_91,0.0
765_73_2575_2016_crop_97,1.5
765_73_2575_2016_crop_98,0.75
765_73_2575_2016_crop_100,1.0
765_73_2575_2016_crop_101,2.25
765_73_2575_2016_crop_102,0.5
765_73_2575_2016_crop_110,2.0
765_73_2575_2016_crop_111,1.0
765_73_2575_2016_crop_112,1.25
765_73_2575_2016_crop_113,0.25
765_73_2575_2016_negcrop_0,0.0
765_73_2575_2016_negcrop_1,0.0
765_73_2575_2016_negcrop_2,0.0
765_73_2575_2016_negcrop_3,0.0
765_73_2575_2016_negcrop_4,0.0
765_73_2575_2016_negcrop_5,0.0
765_73_2575_2016_negcrop_6,0.0
765_73_2575_2016_negcrop_9,0.0
765_73_2575_2016_negcrop_12,0.0
765_73_2575_2016_negcrop_13,0.0
765_73_2575_2016_negcrop_16,0.0
765_73_2575_2016_negcrop_17,0.0
765_73_2575_2016_negcrop_19,0.0
765_73_2575_2016_negcrop_20,0.0
765_73_2575_2016_negcrop_21,0.0
765_73_2575_2016_negcrop_23,0.0
765_73_2575_2016_negcrop_25,0.0
765_73_2575_2016_negcrop_26,0.0
765_73_2575_2016_negcrop_27,0.0
765_73_2575_2016_negcrop_30,0.0
763_72_0000_2018_crop_23,0.0
763_72_0000_2018_crop_33,0.0
763_72_0000_2018_crop_35,0.0
763_72_0000_2018_crop_47,0.0
763_72_0000_2018_crop_54,0.5
763_72_0000_2018_crop_55,4.5
763_72_0000_2018_crop_56,2.25
763_72_0000_2018_crop_57,0.0
763_72_0000_2018_crop_58,0.0
763_72_0000_2018_crop_66,4.75
763_72_0000_2018_crop_69,0.0
763_72_0000_2018_crop_70,0.0
763_72_0000_2018_crop_78,4.0
763_72_0000_2018_crop_87,0.0
763_72_0000_2018_crop_98,0.0
763_72_0000_2018_crop_111,0.0
763_72_0000_2018_crop_122,0.0
763_72_0000_2018_crop_143,3.75
763_72_0000_2018_negcrop_0,0.0
763_72_0000_2018_negcrop_1,0.0
763_72_0000_2018_negcrop_2,0.0
763_72_0000_2018_negcrop_4,0.0
763_72_0000_2018_negcrop_6,0.0
763_72_0000_2018_negcrop_7,0.0
763_72_0000_2018_negcrop_9,0.0
763_72_0000_2018_negcrop_11,0.0
763_72_0000_2018_negcrop_13,0.0
763_72_0000_2018_negcrop_14,0.0
763_72_0000_2018_negcrop_16,0.0
763_72_0000_2018_negcrop_18,0.0
763_72_0000_2018_negcrop_19,0.0
763_72_0000_2018_negcrop_20,0.0
763_72_0000_2018_negcrop_21,0.0
763_72_0000_2018_negcrop_22,0.0
759_71_7550_2013_crop_34,0.25
759_71_7550_2013_crop_94,0.25
759_71_7550_2013_crop_101,3.75
759_71_7550_2013_crop_104,3.0
759_71_7550_2013_crop_106,7.5
759_71_7550_2013_crop_107,1.25
759_71_7550_2013_crop_116,10.25
759_71_7550_2013_crop_127,3.25
759_71_7550_2013_crop_136,3.75
759_71_7550_2013_negcrop_0,0.0
759_71_7550_2013_negcrop_1,0.0
759_71_7550_2013_negcrop_4,0.0
759_71_7550_2013_negcrop_6,0.0
759_71_7550_2013_negcrop_7,0.0
759_71_7550_2013_negcrop_8,0.0
759_71_7550_2013_negcrop_9,0.0
759_71_7550_2013_negcrop_10,0.0
759_71_7550_2013_negcrop_11,0.0
759_71_7550_2013_negcrop_12,0.0
759_71_7550_2013_negcrop_13,0.0
759_71_7550_2013_negcrop_15,0.0
759_71_7550_2013_negcrop_16,0.0
759_71_7550_2013_negcrop_18,0.0
759_71_7550_2013_negcrop_19,0.0
759_71_7550_2013_negcrop_20,0.0
756_69_7500_2014_crop_32,0.25
756_69_7500_2014_crop_34,0.0
756_69_7500_2014_crop_44,11.75
756_69_7500_2014_crop_46,2.25
756_69_7500_2014_crop_70,2.0
756_69_7500_2014_crop_132,5.0
756_69_7500_2014_crop_133,1.0
756_69_7500_2014_negcrop_0,0.0
756_69_7500_2014_negcrop_1,0.0
756_69_7500_2014_negcrop_2,0.0
756_69_7500_2014_negcrop_4,0.0
756_69_7500_2014_negcrop_5,0.0
756_69_7500_2014_negcrop_7,0.0
756_69_7500_2014_negcrop_9,0.0
756_69_7500_2014_negcrop_11,0.0
761_70_7550_2018_crop_3,0.0
761_70_7550_2018_crop_4,0.0
761_70_7550_2018_crop_7,1.25
761_70_7550_2018_crop_16,0.0
761_70_7550_2018_negcrop_0,0.0
761_70_7550_2018_negcrop_1,0.0
761_70_7550_2018_negcrop_2,0.0
761_70_7550_2018_negcrop_4,0.0
761_71_7575_2018_crop_10,3.25
761_71_7575_2018_negcrop_0,0.0
753_67_2525_2014_crop_32,8.25
753_67_2525_2014_crop_45,10.25
753_67_2525_2014_crop_53,3.75
753_67_2525_2014_crop_55,20.5
753_67_2525_2014_crop_70,0.25
753_67_2525_2014_crop_71,0.0
753_67_2525_2014_negcrop_0,0.0
753_67_2525_2014_negcrop_1,0.0
753_67_2525_2014_negcrop_2,0.0
753_67_2525_2014_negcrop_3,0.0
753_67_2525_2014_negcrop_4,0.0
753_67_2525_2014_negcrop_5,0.0
753_67_2525_2014_negcrop_6,0.0
753_67_2525_2014_negcrop_7,0.0
753_67_2525_2014_negcrop_9,0.0
753_67_2525_2014_negcrop_11,0.0
753_67_2525_2014_negcrop_12,0.0
759_72_5050_2013_crop_7,2.0
759_72_5050_2013_crop_8,0.25
759_72_5050_2013_crop_9,0.5
759_72_5050_2013_crop_30,1.5
759_72_5050_2013_crop_31,0.0
759_72_5050_2013_negcrop_0,0.0
759_72_5050_2013_negcrop_3,0.0
759_72_5050_2013_negcrop_5,0.0
759_72_5050_2013_negcrop_6,0.0
759_72_5050_2013_negcrop_7,0.0
759_72_5050_2013_negcrop_8,0.0
759_72_5050_2013_negcrop_9,0.0
751_66_5000_2015_crop_58,0.0
751_66_5000_2015_crop_99,0.75
751_66_5000_2015_crop_118,0.0
751_66_5000_2015_crop_122,6.75
751_66_5000_2015_crop_125,16.25
751_66_5000_2015_crop_126,0.0
751_66_5000_2015_crop_127,0.0
751_66_5000_2015_crop_128,1.0
751_66_5000_2015_crop_129,0.25
751_66_5000_2015_crop_137,7.0
751_66_5000_2015_crop_138,4.75
751_66_5000_2015_negcrop_0,0.0
751_66_5000_2015_negcrop_5,0.0
751_66_5000_2015_negcrop_6,0.0
751_66_5000_2015_negcrop_7,0.0
751_66_5000_2015_negcrop_8,0.0
751_66_5000_2015_negcrop_9,0.0
751_66_5000_2015_negcrop_10,0.0
751_66_5000_2015_negcrop_12,0.0
751_66_5000_2015_negcrop_13,0.0
751_66_5000_2015_negcrop_15,0.0
751_66_5000_2015_negcrop_16,0.0
751_66_5000_2015_negcrop_17,0.0
759_72_0075_2013_crop_47,1.25
759_72_0075_2013_crop_70,0.0
759_72_0075_2013_crop_81,1.0
759_72_0075_2013_crop_103,0.0
759_72_0075_2013_crop_134,0.5
759_72_0075_2013_crop_141,0.0
759_72_0075_2013_crop_142,3.5
759_72_0075_2013_negcrop_0,0.0
759_72_0075_2013_negcrop_1,0.0
759_72_0075_2013_negcrop_2,0.0
759_72_0075_2013_negcrop_3,0.0
759_72_0075_2013_negcrop_4,0.0
759_72_0075_2013_negcrop_6,0.0
759_72_0075_2013_negcrop_7,0.0
759_72_0075_2013_negcrop_9,0.0
759_72_0075_2013_negcrop_10,0.0
759_73_2550_2013_crop_119,0.25
759_73_2550_2013_negcrop_0,0.0
759_73_2550_2013_negcrop_2,0.0
761_70_5050_2018_negcrop_0,0.0
764_72_5075_2018_crop_25,0.0
764_72_5075_2018_crop_37,1.75
764_72_5075_2018_negcrop_0,0.0
758_70_5000_2013_crop_20,0.25
758_70_5000_2013_crop_23,0.25
758_70_5000_2013_crop_25,30.5
758_70_5000_2013_crop_29,10.75
758_70_5000_2013_crop_30,13.25
758_70_5000_2013_crop_31,23.25
758_70_5000_2013_crop_32,24.75
758_70_5000_2013_crop_34,0.5
758_70_5000_2013_crop_35,1.25
758_70_5000_2013_crop_37,3.5
758_70_5000_2013_crop_38,28.0
758_70_5000_2013_crop_39,7.75
758_70_5000_2013_crop_41,10.75
758_70_5000_2013_crop_42,35.5
758_70_5000_2013_crop_45,21.0
758_70_5000_2013_crop_49,4.75
758_70_5000_2013_crop_50,1.25
758_70_5000_2013_crop_56,0.5
758_70_5000_2013_crop_57,3.5
758_70_5000_2013_crop_61,22.5
758_70_5000_2013_crop_63,3.75
758_70_5000_2013_crop_64,32.75
758_70_5000_2013_crop_65,27.25
758_70_5000_2013_crop_72,28.0
758_70_5000_2013_crop_76,43.75
758_70_5000_2013_crop_85,2.25
758_70_5000_2013_crop_93,8.0
758_70_5000_2013_negcrop_0,0.0
758_70_5000_2013_negcrop_1,0.0
758_70_5000_2013_negcrop_4,0.0
758_70_5000_2013_negcrop_5,0.0
758_70_5000_2013_negcrop_6,0.0
758_70_5000_2013_negcrop_7,0.0
758_70_5000_2013_negcrop_8,0.0
758_70_5000_2013_negcrop_9,0.0
758_70_5000_2013_negcrop_10,0.0
758_70_5000_2013_negcrop_11,0.0
758_70_5000_2013_negcrop_12,0.0
758_70_5000_2013_negcrop_13,0.0
758_70_5000_2013_negcrop_16,0.0
758_70_5000_2013_negcrop_17,0.0
758_70_5000_2013_negcrop_18,0.0
758_70_5000_2013_negcrop_19,0.0
758_70_5000_2013_negcrop_20,0.0
758_70_5000_2013_negcrop_23,0.0
758_70_5000_2013_negcrop_25,0.0
758_70_5000_2013_negcrop_26,0.0
758_70_5000_2013_negcrop_27,0.0
758_70_5000_2013_negcrop_29,0.0
758_70_5000_2013_negcrop_30,0.0
758_70_5000_2013_negcrop_31,0.0
758_70_5000_2013_negcrop_32,0.0
758_70_5000_2013_negcrop_39,0.0
758_70_5000_2013_negcrop_40,0.0
758_70_5000_2013_negcrop_42,0.0
758_70_5000_2013_negcrop_44,0.0
758_70_5000_2013_negcrop_47,0.0
761_72_2575_2018_crop_15,4.25
761_72_2575_2018_crop_16,15.0
761_72_2575_2018_crop_24,0.25
761_72_2575_2018_crop_25,0.0
761_72_2575_2018_crop_28,3.0
761_72_2575_2018_crop_42,3.0
761_72_2575_2018_crop_57,2.0
761_72_2575_2018_crop_58,4.75
761_72_2575_2018_crop_59,2.25
761_72_2575_2018_crop_68,10.5
761_72_2575_2018_crop_69,2.75
761_72_2575_2018_crop_72,0.75
761_72_2575_2018_crop_81,4.25
761_72_2575_2018_crop_93,0.25
761_72_2575_2018_crop_96,5.25
761_72_2575_2018_crop_97,7.25
761_72_2575_2018_crop_98,1.75
761_72_2575_2018_crop_102,3.25
761_72_2575_2018_crop_108,4.75
761_72_2575_2018_crop_109,1.0
761_72_2575_2018_crop_110,1.5
761_72_2575_2018_crop_111,0.0
761_72_2575_2018_crop_113,5.5
761_72_2575_2018_crop_114,13.75
761_72_2575_2018_crop_116,0.0
761_72_2575_2018_crop_119,2.5
761_72_2575_2018_crop_120,16.75
761_72_2575_2018_crop_121,1.0
761_72_2575_2018_crop_122,9.0
761_72_2575_2018_crop_123,2.25
761_72_2575_2018_crop_125,2.5
761_72_2575_2018_crop_129,10.0
761_72_2575_2018_crop_130,17.25
761_72_2575_2018_crop_131,25.75
761_72_2575_2018_crop_134,0.0
761_72_2575_2018_crop_135,0.0
761_72_2575_2018_crop_136,0.75
761_72_2575_2018_crop_139,0.0
761_72_2575_2018_crop_143,5.75
761_72_2575_2018_negcrop_0,0.0
761_72_2575_2018_negcrop_1,0.0
761_72_2575_2018_negcrop_2,0.0
761_72_2575_2018_negcrop_3,0.0
761_72_2575_2018_negcrop_5,0.0
761_72_2575_2018_negcrop_6,0.0
761_72_2575_2018_negcrop_7,0.0
761_72_2575_2018_negcrop_8,0.0
761_72_2575_2018_negcrop_9,0.0
761_72_2575_2018_negcrop_10,0.0
761_72_2575_2018_negcrop_11,0.0
761_72_2575_2018_negcrop_12,0.0
761_72_2575_2018_negcrop_13,0.0
761_72_2575_2018_negcrop_14,0.0
761_72_2575_2018_negcrop_16,0.0
761_72_2575_2018_negcrop_17,0.0
761_72_2575_2018_negcrop_18,0.0
761_72_2575_2018_negcrop_19,0.0
761_72_2575_2018_negcrop_20,0.0
761_72_2575_2018_negcrop_22,0.0
761_72_2575_2018_negcrop_26,0.0
761_72_2575_2018_negcrop_27,0.0
761_72_2575_2018_negcrop_28,0.0
761_72_2575_2018_negcrop_29,0.0
761_72_2575_2018_negcrop_30,0.0
761_72_2575_2018_negcrop_31,0.0
761_72_2575_2018_negcrop_34,0.0
761_72_2575_2018_negcrop_35,0.0
761_72_2575_2018_negcrop_37,0.0
761_72_2575_2018_negcrop_38,0.0
761_72_2575_2018_negcrop_39,0.0
761_72_2575_2018_negcrop_40,0.0
761_72_2575_2018_negcrop_43,0.0
761_72_2575_2018_negcrop_44,0.0
761_72_2575_2018_negcrop_45,0.0
761_72_2575_2018_negcrop_50,0.0
761_72_2575_2018_negcrop_51,0.0
761_72_2575_2018_negcrop_54,0.0
761_72_2575_2018_negcrop_56,0.0
761_72_2575_2018_negcrop_57,0.0
761_72_2575_2018_negcrop_59,0.0
758_70_5025_2013_crop_24,1.0
758_70_5025_2013_crop_29,3.25
758_70_5025_2013_crop_31,3.0
758_70_5025_2013_crop_40,6.75
758_70_5025_2013_crop_41,22.25
758_70_5025_2013_crop_42,38.25
758_70_5025_2013_crop_50,4.25
758_70_5025_2013_crop_52,18.75
758_70_5025_2013_crop_53,24.25
758_70_5025_2013_crop_56,2.5
758_70_5025_2013_negcrop_0,0.0
758_70_5025_2013_negcrop_2,0.0
758_70_5025_2013_negcrop_4,0.0
758_70_5025_2013_negcrop_6,0.0
758_70_5025_2013_negcrop_7,0.0
758_70_5025_2013_negcrop_8,0.0
758_70_5025_2013_negcrop_9,0.0
758_70_5025_2013_negcrop_10,0.0
758_70_5025_2013_negcrop_11,0.0
758_70_5025_2013_negcrop_12,0.0
758_70_5025_2013_negcrop_13,0.0
758_70_5025_2013_negcrop_14,0.0
756_71_7500_2010_crop_33,0.5
756_71_7500_2010_crop_43,3.0
756_71_7500_2010_crop_101,0.25
756_71_7500_2010_negcrop_0,0.0
756_71_7500_2010_negcrop_1,0.0
756_71_7500_2010_negcrop_2,0.0
756_71_7500_2010_negcrop_3,0.0
751_65_5075_2015_crop_65,0.0
751_65_5075_2015_crop_66,0.0
751_65_5075_2015_crop_77,2.0
751_65_5075_2015_crop_78,9.25
751_65_5075_2015_crop_79,1.0
751_65_5075_2015_crop_80,0.0
751_65_5075_2015_crop_89,4.0
751_65_5075_2015_crop_90,0.5
751_65_5075_2015_crop_94,0.75
751_65_5075_2015_crop_138,0.0
751_65_5075_2015_negcrop_0,0.0
751_65_5075_2015_negcrop_1,0.0
751_65_5075_2015_negcrop_2,0.0
751_65_5075_2015_negcrop_5,0.0
751_65_5075_2015_negcrop_6,0.0
751_65_5075_2015_negcrop_8,0.0
751_65_5075_2015_negcrop_12,0.0
751_65_5075_2015_negcrop_13,0.0
751_65_5075_2015_negcrop_14,0.0
760_80_7500_2013_crop_132,0.75
760_80_7500_2013_negcrop_0,0.0
749_61_0000_2019_crop_50,0.75
749_61_0000_2019_crop_51,0.0
749_61_0000_2019_crop_61,1.5
749_61_0000_2019_crop_62,3.25
749_61_0000_2019_crop_64,0.0
749_61_0000_2019_crop_75,0.0
749_61_0000_2019_crop_76,0.0
749_61_0000_2019_crop_77,0.0
749_61_0000_2019_crop_84,0.0
749_61_0000_2019_crop_85,0.0
749_61_0000_2019_crop_97,0.0
749_61_0000_2019_crop_98,0.0
749_61_0000_2019_crop_99,1.0
749_61_0000_2019_crop_102,3.75
749_61_0000_2019_crop_103,1.0
749_61_0000_2019_crop_108,0.0
749_61_0000_2019_crop_109,0.0
749_61_0000_2019_crop_110,0.0
749_61_0000_2019_crop_111,0.0
749_61_0000_2019_crop_113,0.0
749_61_0000_2019_crop_114,0.0
749_61_0000_2019_crop_123,0.0
749_61_0000_2019_negcrop_0,0.0
749_61_0000_2019_negcrop_1,0.0
749_61_0000_2019_negcrop_2,0.0
749_61_0000_2019_negcrop_3,0.0
749_61_0000_2019_negcrop_6,0.0
749_61_0000_2019_negcrop_8,0.0
749_61_0000_2019_negcrop_10,0.0
749_61_0000_2019_negcrop_11,0.0
749_61_0000_2019_negcrop_12,0.0
749_61_0000_2019_negcrop_14,0.0
749_61_0000_2019_negcrop_15,0.0
749_61_0000_2019_negcrop_16,0.0
749_61_0000_2019_negcrop_18,0.0
749_61_0000_2019_negcrop_22,0.0
749_61_0000_2019_negcrop_23,0.0
749_61_0000_2019_negcrop_24,0.0
749_61_0000_2019_negcrop_25,0.0
749_61_0000_2019_negcrop_26,0.0
749_61_0000_2019_negcrop_28,0.0
749_61_0000_2019_negcrop_29,0.0
749_61_0000_2019_negcrop_31,0.0
749_61_0000_2019_negcrop_32,0.0
749_61_0000_2019_negcrop_33,0.0
749_61_0000_2019_negcrop_35,0.0
756_70_0025_2010_crop_101,3.75
756_70_0025_2010_negcrop_0,0.0
756_70_0025_2010_negcrop_1,0.0
754_68_5075_2015_crop_53,2.0
754_68_5075_2015_crop_64,0.0
754_68_5075_2015_crop_65,3.5
754_68_5075_2015_negcrop_0,0.0
754_68_5075_2015_negcrop_1,0.0
754_68_5075_2015_negcrop_2,0.0
754_68_5075_2015_negcrop_4,0.0
751_65_7525_2015_crop_17,0.0
751_65_7525_2015_crop_18,2.5
751_65_7525_2015_crop_20,2.75
751_65_7525_2015_crop_29,2.25
751_65_7525_2015_negcrop_0,0.0
751_65_7525_2015_negcrop_2,0.0
751_65_7525_2015_negcrop_3,0.0
751_65_7525_2015_negcrop_4,0.0
751_65_7525_2015_negcrop_6,0.0
760_74_0050_2018_crop_21,0.5
760_74_0050_2018_crop_47,8.25
760_74_0050_2018_negcrop_0,0.0
760_74_0050_2018_negcrop_1,0.0
760_74_0050_2018_negcrop_3,0.0
760_74_0050_2018_negcrop_4,0.0
760_74_0050_2018_negcrop_5,0.0
746_64_2550_2016_crop_64,0.0
746_64_2550_2016_crop_99,0.0
746_64_2550_2016_negcrop_0,0.0
746_64_2550_2016_negcrop_1,0.0
746_64_2550_2016_negcrop_2,0.0
762_78_0000_2013_crop_81,0.0
762_78_0000_2013_crop_105,13.0
762_78_0000_2013_negcrop_1,0.0
762_78_0000_2013_negcrop_2,0.0
762_78_0000_2013_negcrop_4,0.0
749_68_0050_2014_crop_17,0.0
759_71_5025_2013_crop_68,0.25
759_71_5025_2013_negcrop_0,0.0
759_71_5025_2013_negcrop_1,0.0
757_73_7500_2013_crop_139,1.25
757_73_7500_2013_negcrop_0,0.0
754_69_7500_2015_crop_9,0.0
754_69_7500_2015_crop_21,0.75
754_69_7500_2015_negcrop_1,0.0
746_57_5050_2015_crop_99,0.75
746_57_5050_2015_crop_123,0.5
